raw_id,source,raw_text
RAW001,客服工单,价格涨了，续不起啊。
RAW002,销售转述,销售说客户觉得系统太卡，影响工作效率。
RAW003,客户成功,最近几次更新后，bug挺多的，报表功能总出错，能不能快点修复？
RAW004,用户访谈,培训视频太老了，内容不更新，新员工上手慢。
RAW005,问卷,续约合同条款看不懂，能不能简化点？
RAW006,App评论,移动端app闪退，差评！
RAW007,邮件反馈,数据迁移过程中丢失了一些记录，怎么搞的？
RAW008,季度回顾会议记录,客户表示如果明年价格不变，可能会考虑其他供应商。
RAW009,NPS评论,产品还行，但性价比一般。
RAW010,客服工单,客服响应慢，等了好几天。
RAW011,销售转述,客户说竞品XX功能更全，价格还便宜。
RAW012,客户成功,系统稳定性不行，上周崩了两次。
RAW013,用户访谈,集成第三方工具太麻烦，API文档不清晰。
RAW014,问卷,希望增加自定义报表功能。
RAW015,App评论,UI设计过时了，不好用。
RAW016,邮件反馈,续约流程太复杂，要填一堆表，能不能在线搞定？
RAW017,季度回顾会议记录,客户提到技术支持不到位，问题经常拖很久。
RAW018,NPS评论,续约为明智选择，产品整体不错。
RAW019,客服工单,价格太高，不符合预算。
RAW020,销售转述,销售说客户觉得功能不够灵活，定制化差。
RAW021,客户成功,上次更新后，导入导出功能坏了，急用啊。
RAW022,用户访谈,培训师讲得太快，跟不上。
RAW023,问卷,合同自动续约条款有问题，手动关闭选项找不到。
RAW024,App评论,数据同步延迟严重，影响决策。
RAW025,邮件反馈,迁移旧数据时，格式不兼容，折腾了好几天。
RAW026,季度回顾会议记录,客户反馈系统性能在高峰时段下降明显。
RAW027,NPS评论,正向反馈：客服团队很专业，问题解决快。
RAW028,客服工单,续约谈价时，折扣力度不够。
RAW029,销售转述,客户说竞品有AI分析功能，我们没有。
RAW030,客户成功,系统稳定性一般，偶尔会卡顿。
RAW031,用户访谈,技术支持响应快，但解决率不高。
RAW032,问卷,希望简化续约流程，减少纸质文件。
RAW033,App评论,数据迁移服务收费太贵，不合理。
RAW034,邮件反馈,培训材料过时了，应该更新下。
RAW035,季度回顾会议记录,客户提到价格因素是续约的主要障碍。
RAW036,NPS评论,产品功能满足基本需求，但缺乏创新。
RAW037,客服工单,价格太贵了，性价比不高。
RAW038,销售转述,销售转述客户抱怨系统不稳定，经常报错。
RAW039,客户成功,功能需求匹配度低，很多自定义要求无法实现。
RAW040,用户访谈,上手难度大，培训课程需要收费，不公平。
RAW041,问卷,合同条款中自动续约没有提前通知，突然扣款。
RAW042,App评论,集成现有CRM系统有问题，API不稳定。
RAW043,邮件反馈,系统性能下降，报表加载慢，影响工作效率。
RAW044,季度回顾会议记录,客户表示如果价格下调10%，愿意续约两年。
RAW045,NPS评论,正向：用户界面友好，操作简单。
RAW046,客服工单,续费通知太晚，差点错过。
RAW047,销售转述,客户觉得技术支持态度差，语气不好。
RAW048,客户成功,数据迁移过程复杂，需要专业支持但响应慢。
RAW049,用户访谈,培训资源不足，视频教程少。
RAW050,问卷,竞品YY提供免费培训，你们为什么收费？
RAW051,App评论,系统更新频繁，每次都要重新适应。
RAW052,邮件反馈,价格不合理，比市场价高20%。
RAW053,季度回顾会议记录,客户提到续约合同中的服务水平协议不明确。
RAW054,NPS评论,产品功能齐全，但上手慢。
RAW055,客服工单,系统崩了，数据丢失，怎么赔？
RAW056,销售转述,销售说客户续约为保留数据，但担心安全问题。
RAW057,客户成功,功能需求：需要多语言支持，目前只有中文。
RAW058,用户访谈,技术支持电话打不通，在线聊天也慢。
RAW059,问卷,续约流程中，审批环节太多，耗时。
RAW060,App评论,数据导出格式有限，不支持Excel直接导入。
RAW061,邮件反馈,培训后还是不会用，能不能提供一对一辅导？
RAW062,季度回顾会议记录,客户反馈竞品ZZ在价格和功能上更有优势。
RAW063,NPS评论,正向：续约为明智选择，团队依赖度高。
RAW064,客服工单,价格涨了，功能没变，不合理。
RAW065,销售转述,客户觉得系统太卡，影响工作效率。
RAW066,客户成功,系统稳定性不行，上周崩了两次。
RAW067,用户访谈,集成第三方工具太麻烦，API文档不清晰。
RAW068,问卷,希望增加自定义报表功能。
RAW069,App评论,UI设计过时了，不好用。
RAW070,邮件反馈,续约流程太复杂，要填一堆表，能不能在线搞定？
RAW071,季度回顾会议记录,客户提到技术支持不到位，问题经常拖很久。
RAW072,NPS评论,续约为明智选择，产品整体不错。
RAW073,客服工单,价格太高，不符合预算。
RAW074,销售转述,销售说客户觉得功能不够灵活，定制化差。
RAW075,客户成功,上次更新后，导入导出功能坏了，急用啊。
RAW076,用户访谈,培训师讲得太快，跟不上。
RAW077,问卷,合同自动续约条款有问题，手动关闭选项找不到。
RAW078,App评论,数据同步延迟严重，影响决策。
RAW079,邮件反馈,迁移旧数据时，格式不兼容，折腾了好几天。
RAW080,季度回顾会议记录,客户反馈系统性能在高峰时段下降明显。
RAW081,NPS评论,正向反馈：客服团队很专业，问题解决快。
RAW082,客服工单,续约谈价时，折扣力度不够。
RAW083,销售转述,客户说竞品有AI分析功能，我们没有。
RAW084,客户成功,系统稳定性一般，偶尔会卡顿。
RAW085,用户访谈,技术支持响应快，但解决率不高。
RAW086,问卷,希望简化续约流程，减少纸质文件。
RAW087,App评论,数据迁移服务收费太贵，不合理。
RAW088,邮件反馈,培训材料过时了，应该更新下。
RAW089,季度回顾会议记录,客户提到价格因素是续约的主要障碍。
