raw_id,source,raw_text
RAW001,内部问卷,系统登录后，个人仪表盘加载数据要等将近10秒，每次都是，影响我一天工作的起始状态。
RAW002,IT工单,申请采购新设备的流程，中间卡在财务审批环节，系统里显示‘处理中’但没进度条，也没个预计时间，很焦虑。
RAW003,部门经理转述,好几个同事都反映，每周要导出的那个报表，系统导出的Excel格式总是不对，还得手动调，浪费时间。
RAW004,员工反馈,太好了，新的项目日历同步功能真不错！再也不用在多个软件里切换看日期了。
RAW005,系统日志分析,在业务高峰时段（上午10-11点），文件上传接口平均响应时间超过15秒，触发超时。
RAW006,员工反馈,系统卡死。
RAW007,内部问卷,那个在线培训课程的进度，为什么系统有时候记不住？学了一半，第二天进去又要重头看。
RAW008,部门经理转述,我部门新员工上手这个系统有点慢，光找报销入口就找了半天，菜单层级能不能优化下？
RAW009,IT工单,批量修改员工信息的功能，超过50条就报错，这数据量不算大吧？
RAW010,员工反馈,手机上看审批列表，字太小了，点起来费劲，能不能适配一下？
RAW011,系统日志分析,检测到‘客户信息查询’模块在特定查询条件下，存在内存泄漏风险，可能引发服务缓慢。
RAW012,内部问卷,每次系统更新后，有些常用功能按钮的位置就变了，还得重新适应，有学习成本。
RAW013,员工反馈,自从用了新的差旅预定模块，机票和酒店一站式搞定，省了不少事，给个赞。
RAW014,IT工单,系统昨天下午突然无法访问，持续了半小时，运维查了说是什么中间件报错，影响我们周会汇报材料准备。
RAW015,部门经理转述,有员工反馈，系统里做的预算，导出到Excel进行二次加工后格式全乱了，公式也错位，导致数据不准。
RAW016,员工反馈,搜索功能不好用，关键词经常搜不到相关文档。
RAW017,内部问卷,和外部供应商的协作门户，文件传输速度太慢，一个100M的文件传半天，不如用公共网盘。
RAW018,系统日志分析,定时任务‘每周五自动生成周报’在近三周内，有两次因服务器负载高而执行失败。
RAW019,员工反馈,流程配置太复杂了，想自定义一个请假的附加字段，得找IT帮忙写脚本，我们业务人员根本弄不来。
RAW020,IT工单,关于我们新申请的那个API接口，文档里参数说明有点模糊，开发对接的时候走了点弯路。
RAW021,部门经理转述,培训新系统花的时间比预期长，关键是培训资料陈旧，和实际界面都对不上，建议更新。
RAW022,员工反馈,系统提醒功能挺及时，审批快超时的时候会邮件通知，避免了工作延误。
RAW023,内部问卷,感觉系统的UI有点过时了，对比市面上主流产品，操作不够直觉化。
RAW024,IT工单,库存管理模块的实时数据看板，有时候刷新后数据不更新，需要手动清缓存才恢复。
RAW025,员工反馈,系统又卡了。
RAW026,系统日志分析,用户会话因长时间无操作（超过8小时）被系统自动注销，已记录相关投诉3起。
RAW027,部门经理转述,销售团队抱怨，客户跟进记录的移动端录入体验很差，经常闪退，他们更愿意先记在本子上再回来录系统。
RAW028,内部问卷,那个‘知识库’模块，文章结构混乱，搜索效率低，还不如用共享文件夹。
