raw_id,source,raw_text
RAW001,客服工单,AI客服的回答简直没法看，全是套话，根本解决不了我的问题。
RAW002,用户访谈,你们那个AI输出格式好乱，markdown和纯文本混在一起，复制出来没法用。
RAW003,App评论,推荐的内容完全不相关，算法有问题吧？
RAW004,NPS评论,幻觉问题太严重了，上次居然给我编了个不存在的法律条款，差点信了。
RAW005,问卷,免费额度用完后，提配好麻烦，流程太复杂。
RAW006,社区反馈,担心我上传的文档数据安全，你们有加密吗？
RAW007,客服工单,AI回答有时像人话，有时像机器人，不稳定。
RAW008,用户访谈,它老是推荐一些我早就看过的东西，能不能有点新意？
RAW009,App评论,反应速度时快时慢，体验不一致。
RAW010,NPS评论,客服转人工永远在排队，绝望。
RAW011,问卷,配额计算方式看不懂，账单显示不清。
RAW012,社区反馈,你们的AI会不会用我的数据去训练别的模型？
RAW013,客服工单,AI给的答案太长了，我要的是简明扼要的结论。
RAW014,用户访谈,它说的那个功能位置，我找了半天根本没有。
RAW015,App评论,推荐算法好像完全没考虑我的历史偏好，瞎推。
RAW016,NPS评论,有时候AI响应飞快，有时候卡住不动，玄学。
RAW017,问卷,用到一半提示配额不足，但工作还没做完，太坑了。
RAW018,社区反馈,聊天记录能自动清除吗？有点隐私洁癖。
RAW019,客服工单,AI回答的专业术语太多，看不懂，能说人话吗？
RAW020,用户访谈,幻觉，它告诉我明天有暴雨，但我查了天气预报是晴天。
RAW021,App评论,推荐列表里有些商品早就下架了，数据太旧。
RAW022,NPS评论,AI客服根本听不懂人话，来回就那几句。
RAW023,问卷,用量提醒能不能提前点？总是在用超了之后才通知。
RAW024,社区反馈,你们服务器在哪儿？数据出境吗？
RAW025,客服工单,AI生成的内容有语法错误，校对一下不行吗？
RAW026,用户访谈,它上次给我总结的会议要点，漏掉了最重要的决定，差评。
RAW027,App评论,推荐系统一直推同一种风格，审美疲劳了。
RAW028,NPS评论,AI客服解决问题率估计不到10%，摆设吗？
RAW029,问卷,套餐内配额用完后，额外购买价格不透明。
RAW030,社区反馈,有没有隐私模式？有些对话不想被记录。
RAW031,客服工单,输出质量不行，有时候答非所问。
RAW032,用户访谈,AI幻觉，它坚称某本书是某个作者写的，其实根本不是。
RAW033,App评论,推荐不准，和我需求南辕北辙。
RAW034,NPS评论,AI客服转人工难，流程设计反人类。
RAW035,问卷,配额月底清零，没用完的下月不能累积，不合理。
RAW036,社区反馈,我上传的客户资料，你们能保证不泄露吗？
RAW037,客服工单,AI有时回答得很棒，有时很水，方差太大。
RAW038,用户访谈,它建议的步骤缺少关键一步，照着做根本成不了。
RAW039,App评论,推荐来推荐去就那几个，算法该升级了。
RAW040,NPS评论,AI客服是傻的，完全没法沟通。
RAW041,问卷,使用量统计页面太复杂，看不懂图表。
RAW042,社区反馈,数据存储多久？能按我的要求删除吗？
RAW043,客服工单,AI写的邮件太啰嗦，不符合商务习惯。
RAW044,用户访谈,幻觉问题，它说我系统里有某个文件，其实并不存在。
RAW045,App评论,推荐的商品价格都不是最优的，比别家贵。
RAW046,NPS评论,等人工客服等到花儿都谢了，体验极差。
RAW047,问卷,配额包选择太少，没有适合我用量的档位。
RAW048,社区反馈,担心AI学习我的输入后，会生成类似内容给别人。
RAW049,客服工单,AI输出质量有提升，但稳定性还需加强。
RAW050,用户访谈,它给出的历史事件日期是错的，幻觉又犯了。
RAW051,App评论,推荐功能挺好，经常发现好东西。
RAW052,NPS评论,AI客服在简单问题上还行，复杂的就抓瞎。
RAW053,问卷,用量快满的时候，系统能发个短信提醒就好了。
RAW054,社区反馈,有没有第三方安全认证？比如ISO27001。
RAW055,客服工单,AI生成了错误的代码片段，幸亏我检查了。
RAW056,用户访谈,幻觉：它信誓旦旦说某个API有某个参数，文档里根本没写。
RAW057,App评论,推荐算法好像在猜我喜欢什么，猜得还挺准。
RAW058,NPS评论,AI客服永远理解不了我的真正诉求。
RAW059,问卷,配额消耗速度感觉比之前快了，是不是模型变了？
RAW060,社区反馈,聊天数据会用于模型训练吗？需要明确告知。
RAW061,客服工单,AI回答问题不深入，总是停留在表面。
RAW062,用户访谈,它昨天推荐的餐厅，今天去了已经倒闭了，信息滞后。
RAW063,App评论,推荐，无话可说，懂我。
RAW064,NPS评论,AI客服话术固定，毫无情感，冷冰冰。
RAW065,问卷,配额用完后，应该允许用户选择是暂停服务还是降级服务。
RAW066,社区反馈,对数据安全很敏感，你们怎么防黑客的？
RAW067,客服工单,AI有时输出质量高，有时不行，看运气。
RAW068,用户访谈,幻觉严重，它虚构了一个客户的反馈意见。
RAW069,App评论,推荐列表更新太慢了，老是那几样。
RAW070,NPS评论,AI客服就是个死循环，转人工也困难。
RAW071,问卷,使用量报表能不能导出成Excel？
RAW072,社区反馈,担心企业内部的敏感信息通过AI泄露出去。
RAW073,客服工单,AI输出的语言风格有时正式有时随意，不一致。
RAW074,用户访谈,它给出的产品价格信息是过时的，幻觉了。
RAW075,App评论,推荐算法有时惊喜，有时惊吓。
RAW076,NPS评论,AI客服解决不了就别硬撑，直接转人工不行吗？
RAW077,问卷,配额政策经常变，让用户很没安全感。
RAW078,社区反馈,建议增加端到端加密选项。
RAW079,客服工单,AI回答时漏掉了关键条件，导致结论错误。
RAW080,用户访谈,幻觉，它告诉我某个功能已经上线了，但其实还在开发。
RAW081,App评论,喜欢这个推荐系统，省了我很多筛选时间。
RAW082,NPS评论,AI客服的响应慢，而且答不到点上。
RAW083,问卷,用量详情里，每个功能模块消耗多少能分开看吗？
RAW084,社区反馈,数据存储的地理位置能选择吗？
RAW085,客服工单,AI生成内容时，偶尔会自相矛盾。
RAW086,用户访谈,它引用的论文根本查不到，典型的幻觉。
RAW087,App评论,推荐相关度很高，确实懂行。
RAW088,NPS评论,AI客服形同虚设，人工客服难求。
RAW089,问卷,配额设置不够灵活，不能按小时或按任务临时购买。
RAW090,社区反馈,对AI的数据处理流程不透明，不放心。
RAW091,客服工单,AI输出有时很好，有时很差，不稳定是大问题。
RAW092,用户访谈,幻觉，它帮我校对时，把一个正确的人名改错了。
RAW093,App评论,推荐算法有进步，比去年好用。
RAW094,NPS评论,AI客服流程繁琐，体验糟糕。
RAW095,问卷,配额用尽后的降级服务功能限制太多了。
RAW096,社区反馈,希望有数据隐私合规的白皮书。
RAW097,客服工单,AI回答中文英文混杂，有时切换得莫名其妙。
RAW098,用户访谈,它预测的趋势完全是错的，基于虚假的关联，幻觉了。
RAW099,App评论,推荐，真香。
RAW100,NPS评论,AI客服听不懂复杂指令，只会重复问。
RAW101,问卷,使用量统计有时候不准，和我手动记的有差异。
RAW102,社区反馈,聊天记录的访问权限控制是怎样的？
RAW103,客服工单,AI给的方案理论上可行，但实际操作起来很复杂。
RAW104,用户访谈,幻觉问题老毛病了，它总爱编故事。
RAW105,App评论,推荐系统很智能，经常猜中我下一个需求。
RAW106,NPS评论,AI客服解决问题效率低，耗时长。
RAW107,问卷,配额剩余量的提醒方式太单一，只有App内通知。
RAW108,社区反馈,建议公布数据安全事件响应计划。
RAW109,客服工单,AI输出内容缺乏深度，像在说正确的废话。
RAW110,用户访谈,它声称某地有某餐厅，我导航过去压根没有，幻觉害人。
RAW111,App评论,推荐功能是核心卖点，确实厉害。
RAW112,NPS评论,AI客服有时比人工客服还难沟通。
RAW113,问卷,配额包的价格对比不清晰，不知道哪个划算。
RAW114,社区反馈,用户有权要求删除所有AI交互记录吗？
RAW115,客服工单,AI生成的报告格式很专业，内容有时不准确。
RAW116,用户访谈,幻觉，它建议我用的那个开源库，版本号是编的。
RAW117,App评论,推荐不掉链子，好评。
RAW118,NPS评论,AI客服需要更好的意图识别能力。
RAW119,问卷,使用量预测功能不准，参考价值不大。
RAW120,社区反馈,担心黑客攻击导致我的数据泄露。
RAW121,客服工单,AI有时过于保守，该给明确建议时不敢给。
RAW122,用户访谈,幻觉又来了，它告诉我公司CEO的名字是错的。
RAW123,App评论,推荐算法太棒了，完全是我的菜。
RAW124,NPS评论,AI客服答非所问的情况太多了。
RAW125,问卷,配额用完后，应该自动停止服务以免产生额外费用。
RAW126,社区反馈,数据备份策略是怎样的？
RAW127,客服工单,AI输出质量参差不齐，希望能优化模型。
RAW128,用户访谈,幻觉，它虚构了从未发生过的用户投诉案例。
RAW129,App评论,推荐列表很长，但有价值的不多。
RAW130,NPS评论,AI客服应该先判断问题复杂度，复杂的直接转人工。
RAW131,问卷,使用量历史数据能保留多久？
RAW132,社区反馈,你们有通过SOC2审计吗？
RAW133,客服工单,AI生成的摘要有时会遗漏关键数据点。
