raw_id,source,raw_text
RAW001,客服工单,报表导出成Excel，格式全乱了，表头和数据都对不上，根本没法用。
RAW002,数据分析师反馈,这个月销售数据仪表盘里的数字，跟财务给的总账对不上，差了好几千，数据源头出问题了？
RAW003,IT部门反馈,说好了支持直连Oracle 12c，结果配置数据源连的时候报驱动错误，文档写的也不清楚，折腾了一下午。
RAW004,续费沟通记录,你们产品功能挺多，但上次演示的那个‘智能预警’，我们实际用起来经常误报，能不能优化下？这直接影响我们续费的决策。
RAW005,问卷,拖拽配置仪表盘挺方便的。
RAW006,客服工单,帮我看看为啥这个报表死活导不出来？点完导出按钮就一直转圈。
RAW007,数据分析师反馈,数据刷新后，图表没有自动跟着更新，得手动刷新整个页面，有点麻烦。
RAW008,IT部门反馈,查询性能太差了，一个简单的关联查询跑几分钟，生产环境根本不敢用这种复杂的仪表盘。
RAW009,客服工单,导出PDF，我的中文名和公司名都显示成问号了，字符集问题吧？
RAW010,续费沟通记录,现在BI工具选择很多，你们家价格不便宜，如果核心的报表导出和数据准确性问题不解决，明年续费我们真得考虑换个平台了。
RAW011,问卷,图表类型挺丰富的。
RAW012,客服工单,导出到CSV，为啥日期格式全变了？原来是‘2023-08-01’，导出后变成‘01-八月-2023’，根本没法排序。
RAW013,数据分析师反馈,上次反馈的毛利率计算公式有误的问题，改了之后，我发现同比数据又不对了。
RAW014,IT部门反馈,集成我们内部的SSO单点登录，文档没写清楚，接口对接搞了两周。
RAW015,客服工单,又卡了。
RAW016,数据分析师反馈,能不能把上次那个自助查询的SQL保存下来？每次都要重新写，太麻烦了。
RAW017,续费沟通记录,我们老板挺看重数据驱动，但你们这个产品加载仪表盘太慢，他都没耐心等，这体验影响他对我们部门的看法。
RAW018,问卷,导出报表的速度需要提升。
RAW019,客服工单,同一个仪表盘，我同事的电脑上看数据是正常的，到我这就显示‘数据加载失败’，这啥情况？
RAW020,IT部门反馈,数据同步任务经常莫名其妙失败，日志信息又看不懂，排查起来很费劲。
RAW021,数据分析师反馈,这个交叉表的导出，能不能把我的筛选条件也带上？不然别人打开不知道这数据是哪儿来的。
RAW022,客服工单,仪表盘配置里的筛选器，选项太多找半天，能不能支持搜索啊？
RAW023,续费沟通记录,产品本身逻辑没问题，就是太难用了，培训成本高，新员工上手慢。明年如果还是这样，我们可能就不用了。
RAW024,问卷,性能不稳定，有时快有时慢。
RAW025,客服工单,报表里的图，导出后变模糊了，打印出来根本看不清。
RAW026,数据分析师反馈,客户维度表昨天刚更新了新城市代码，但是今天看仪表盘，映射还是老的，数据没刷新过来。
RAW027,IT部门反馈,用户一多，比如周一早上，系统就变慢，这并发能力得加强。
RAW028,客服工单,怎么把两个仪表盘合并成一个PDF导出？没找到这个功能。
RAW029,续费沟通记录,相比去年，报表生成速度慢了不少，服务器资源是不是没跟上？这是核心体验，我们很看重。
RAW030,数据分析师反馈,这个堆积柱状图的颜色配置太难搞了，改一个颜色要动很多地方。
RAW031,客服工单,又导不出来了。
RAW032,问卷,数据准确性有待提高。
RAW033,IT部门反馈,REST API的返回数据格式不稳定，有时候字段名会变，我们下游应用经常报错。
RAW034,客服工单,报表导出到邮件，附件大小超限了，能不能自动压缩一下或者分割？
RAW035,数据分析师反馈,这个实时监控仪表盘，延迟有点大，说是实时，其实差不多有1分钟了。
RAW036,续费沟通记录,你们的报表工具帮我们省了不少手工做表的时间，这点挺好的。但希望能让公式定义更简单些。
RAW037,客服工单,配置仪表盘的时候，不小心删了个图表，能撤回吗？没有撤销按钮啊！
RAW038,IT部门反馈,数据源连接池经常耗尽，日志显示有很多空闲连接没释放。
RAW039,数据分析师反馈,我看这个自助分析模块，用起来挺方便，能自己拖拽生成图表。
RAW040,客服工单,导出PPT，备注页里能不能把筛选条件也自动写进去？
RAW041,问卷,导出功能很强大。
RAW042,数据分析师反馈,客户那边反馈，说看我们分享出去的报表链接，打开速度太慢了，等半分钟。
RAW043,客服工单,这个地图可视化，为啥我们省的边界线显示不全？
RAW044,续费沟通记录,说实话，我们团队用的最多的还是导出Excel再加工，你们产品本身的核心分析功能用得不多，性价比有点低。
RAW045,IT部门反馈,权限管理太粗了，只能控制到仪表盘级别，不能控制具体某个图表或字段的权限，不满足我们的安全审计要求。
RAW046,客服工单,帮忙看下这个报表数据，昨天明明更新了，今天看还是旧的？
RAW047,数据分析师反馈,能不能支持导出图片的时候，选择高分辨率？现在的默认分辨率在PPT里放大会糊。
RAW048,客服工单,仪表盘的移动端适配太差了，手机上字小得看不清，还挤在一起。
RAW049,问卷,仪表盘配置灵活。
RAW050,数据分析师反馈,这个同比环比计算，逻辑好像有点问题，基期选择我不太明白。
RAW051,续费沟通记录,老板看了用你们工具做的季度经营分析报告，觉得不错，这直接支撑了我们续费的决定。
RAW052,客服工单,整半天，导出按钮是灰的，啥权限都没有？我是管理员啊。
RAW053,IT部门反馈,升级到新版本后，老的报表样式全乱了，兼容性真差。
RAW054,客服工单,数据不准。
RAW055,数据分析师反馈,这个趋势线图表，当数据点很少的时候，显示得特别奇怪，能不能自定义一下算法？
RAW056,客服工单,我同事说他那边导出是正常的，就我不行，难道是浏览器问题？
RAW057,续费沟通记录,明年预算紧，如果你们能把价格降一降，或者把现在的一些高级功能像数据血缘加到基础版里，我们续费的可能性更大。
RAW058,问卷,查询性能需要优化。
RAW059,IT部门反馈,你们提供的Hive数据源连接方式，效率太低，能不能支持JDBC直连并优化一下？
RAW060,客服工单,报表里的下钻功能，点了没反应，是坏了吗？
RAW061,数据分析师反馈,救命，这个数据模型建立的逻辑也太复杂了，看了半天文档没搞懂。有没有更简单的办法？
RAW062,客服工单,贼难用。
RAW063,续费沟通记录,客服响应速度很快，问题解决得也及时，服务体验不错，这是加分项。
RAW064,IT部门反馈,集群部署的运维手册写得不清不楚，扩容的时候出了问题。
RAW065,客服工单,能不能增加一个‘导出历史记录’的功能？方便我找回之前导出过的文件。
RAW066,数据分析师反馈,我发现一个Bug，在仪表盘A里用的筛选器，切到仪表盘B再回来，这个筛选条件就丢了。
RAW067,问卷,界面美观。
RAW068,客服工单,报表数据刷新了，但仪表盘上的数字没变，是缓存没清吗？
RAW069,续费沟通记录,这个产品帮我们建立了初步的数据文化，值了。但技术债也积累了一些，希望明年能更稳定。
RAW070,数据分析师反馈,这个桑基图组件挺好用，能直观展示用户流转路径。
RAW071,客服工单,导出Excel时，能不能保留我现在的筛选状态？不然导出的是全量数据。
RAW072,IT部门反馈,对PostgreSQL新版本的支持滞后，我们升级了PG15，你们连接器就不兼容了。
RAW073,客服工单,数据源里明明有这个字段，仪表盘配置时怎么选不到？
RAW074,问卷,续费价值一般。
RAW075,数据分析师反馈,我建的那个自定义指标，老是计算错误，SQL逻辑我自己验证过没问题啊。
RAW076,客服工单,导出报表，附件里咋还带着上次的记录？
