raw_id,source,raw_text
RAW001,客服工单,你们这个注册按钮点了没反应啊，换浏览器也没用，啥情况？
RAW002,销售转述,客户说，他们在注册企业版的时候，要填好多信息，比竞品复杂，有点不耐烦了。
RAW003,用户访谈,邮箱验证链接点了，但页面一直转圈，我刷新了几次，最后提示说链接失效了，得重新注册，贼麻烦。
RAW004,问卷,注册时要求设置密码，但密码规则提示不清楚，试了好几次才成功。
RAW005,App评论,五星好评！注册流程超顺畅，一分钟搞定。
RAW006,邮件反馈,我无法使用公司邮箱（***@example-tech.com）完成注册，系统提示域名无效，我们可是正规公司啊。
RAW007,NPS评论,产品本身不错，但初始注册体验拖了后腿。
RAW008,客服工单,注册收不到验证码！垃圾箱也看了，没有！
RAW009,销售转述,（转述）用户反馈，通过邀请链接注册后，自动进入了错误的工作区，团队leader很困惑。
RAW010,用户访谈,注册完，上来就让我填一堆公司规模、行业什么的，可我就是个个人用户想先试试，直接劝退。
RAW011,问卷,手机号注册总是提示格式不对，我明明输的是正确的啊。
RAW012,App评论,能不能简化点？现在谁还填这么多东西？
RAW013,邮件反馈,建议增加微信/企业微信扫码注册，方便我们国内用户。
RAW014,客服工单,我用谷歌账号关联注册，授权之后卡在空白页了。
RAW015,NPS评论,注册流程设计得不错，很清晰。
RAW016,销售转述,（转述）客户提到，在手机浏览器上注册，字体小得根本看不清，没法操作。
RAW017,用户访谈,那个“姓名”字段，到底该填我本人的名字还是公司对外的名字？引导说明模糊。
RAW018,问卷,注册成功后的欢迎邮件没收到，不知道下一步干嘛。
RAW019,App评论,垃圾，验证码等了半小时都没到。
RAW020,邮件反馈,我们团队打算试用，但发现一个邮箱只能注册一个个人账号，想创建团队空间还得用另一个邮箱，不合理。
RAW021,客服工单,注册页面底部的“服务条款”链接打不开。
RAW022,销售转述,客户反馈说，他们非常看重数据安全，但注册环节没有提供清晰的安全合规说明链接，有点担心。
RAW023,用户访谈,我注册时选错了套餐版本，现在想改，但系统说要联系客服，太死板了。
RAW024,问卷,不错，支持多种注册方式。
RAW025,App评论,注册到一半应用闪退了，回来发现还得重头填，气死。
RAW026,客服工单,登录不了，说账号或密码错误，但我明明没改过。重置密码的邮件也收不到。
RAW027,销售转述,（转述）客户说，每次在新设备登录都要收验证码，太频繁了，影响效率。
RAW028,用户访谈,我就想问问，为啥非得我绑手机号才能登录？我就用邮箱不行吗？
RAW029,问卷,验证码5分钟就过期了，我还没来得及看手机短信呢。
RAW030,App评论,Face ID登录真好用，秒进！
RAW031,邮件反馈,你们系统是不是把我账号封了？没有任何通知，突然就登不上去了。
RAW032,NPS评论,登录体验一般，偶尔会抽风。
RAW033,客服工单,换了新手机，之前的登录设备怎么移除？在账户设置里找了半天没找到。
RAW034,销售转述,（转述）用户抱怨说，密码要求太复杂，大写小写数字符号，记不住，老得重置。
RAW035,用户访谈,我记得我明明选了‘记住我’，怎么过几天又让我登？
RAW036,问卷,第三方登录（比如钉钉）授权后，头像和昵称没同步过来。
RAW037,App评论,这登录页面咋回事？加载图片贼慢，空白了好久。
RAW038,邮件反馈,我们公司用了SSO单点登录，但你们平台对接有点问题，经常掉线，IT部门反馈很多次了。
RAW039,客服工单,登进去以后，页面啥也没有，就一个logo，是不是bug？
RAW040,用户访谈,（反馈）用户表示，每次登录都要输那个扭曲的验证码，眼神不好，经常看错。
RAW041,销售转述,客户那边领导层年纪大，觉得你们这个扫码登录不如短信验证码方便。
RAW042,问卷,挺好，支持生物识别。
RAW043,App评论,退出登录的按钮隐藏太深了，找半天。
RAW044,客服工单,我在国外出差，收到验证码的延迟非常高，根本没法及时登录处理工作。
RAW045,邮件反馈,建议增加备用登录方式，比如安全邮箱或密保问题，现在太依赖手机了。
RAW046,NPS评论,登录偶尔卡，但整体可以接受。
RAW047,客服工单,邀请了三个同事，一个说邮件进垃圾箱了，另外两个说链接点开提示已失效，到底咋邀请啊？
RAW048,销售转述,（转述）客户团队leader希望邀请链接能自定义有效期，比如7天，而不是固定24小时。
RAW049,用户访谈,我是被邀请进来的，但进来之后发现权限好低，啥也看不了，还得让管理员再改，流程脱节。
RAW050,问卷,批量邀请功能在哪里？一个一个发链接太麻烦了。
RAW051,App评论,邀请功能挺好用的，同事秒进。
RAW052,邮件反馈,我们想邀请外部合作伙伴（客户）进来协作，但系统提示必须使用公司域名邮箱，他们用的是个人邮箱，怎么办？
RAW053,NPS评论,团队权限设置太复杂了，新手管理员根本搞不懂。
RAW054,客服工单,不小心把一个成员邀请成了管理员，怎么降级？操作按钮在哪？
RAW055,销售转述,客户反馈说，权限层级不清晰，“可编辑”和“可管理”的区别让人困惑。
RAW056,用户访谈,（反馈）用户提到，希望被邀请时能先看到一些项目介绍或保密协议，而不是直接进入空白工作区。
RAW057,问卷,收到邀请邮件，但链接里没写这个空间是干嘛的，我没敢点。
RAW058,App评论,团队成员列表加载太慢，管理起来卡顿。
RAW059,邮件反馈,我们部门有实习生，只希望他能查看不能转发，有这种细粒度的权限控制吗？文档里没写。
RAW060,客服工单,邀请了用户，他也点了接受，但我在成员列表里看不到他，同步有延迟吗？
RAW061,用户访谈,移除一个离职成员后，他之前创建的内容归谁？所有权转移的逻辑没搞明白。
RAW062,问卷,邀请链接可以撤回就好了，有时候发错人。
RAW063,销售转述,（转述）客户非常关注审计日志，想看谁邀请了谁，什么时候邀请的，目前后台好像没这个功能。
RAW064,App评论,邀请码机制挺灵活的。
RAW065,客服工单,新员工通过邀请加入，但默认权限太高了，差点误删重要文件，能不能设置默认权限模板？
RAW066,邮件反馈,建议增加‘仅评论’权限，我们希望外部客户能提意见但不能直接改动方案。
RAW067,NPS评论,权限管理是我们的核心痛点，希望优化。
RAW068,客服工单,新手引导太长了，我想跳过但没找到按钮。
RAW069,销售转述,（转述）客户建议，引导教程最好能用他们自己的业务数据做示例，而不是虚构的。
RAW070,用户访谈,那个引导小气泡，点完一个，下一个不知道跑哪去了，找半天。
RAW071,问卷,帮助文档链接失效了，报404错误。
RAW072,App评论,文档很详细，有图有真相，好评！
RAW073,邮件反馈,你们的知识库搜索功能是摆设吗？搜‘如何导出数据’出来一堆无关的。
RAW074,NPS评论,文档更新不及时，新功能都上了半个月了，文档还是旧的。
RAW075,客服工单,引导视频没法静音，突然有声音出来在办公室很尴尬。
RAW076,销售转述,客户反馈，文档全是英文，对他们的中文团队不友好，翻译质量也很生硬。
RAW077,用户访谈,（反馈）用户觉得，引导流程应该更个性化，比如根据我注册时选的角色（销售/技术/运营）显示不同的内容。
RAW078,问卷,引导做完，还是不知道怎么开始第一个项目。
RAW079,App评论,文档排版混乱，在手机上看特别费劲。
RAW080,邮件反馈,建议增加API文档的交互式示例，光看文字描述很难理解。
RAW081,客服工单,在文档里搜不到如何设置团队日历，这个功能在哪？
RAW082,用户访谈,引导的那个示例项目，我按步骤做完了，然后呢？没有后续指引了。
RAW083,问卷,有视频教程就好了，光看文字累。
RAW084,App评论,帮助中心客服回复挺快的。
RAW085,销售转述,（转述）客户指出，高级功能（如自动化）的文档隐藏太深，很难找到学习路径。
RAW086,邮件反馈,能不能出一个‘5分钟快速入门’的PDF手册？我想发给团队所有人。
RAW087,NPS评论,文档质量参差不齐，有些写得好，有些像机翻。
RAW088,客服工单,第一次用，想建个看板，结果点错了创建成了表格，怎么删啊？
RAW089,销售转述,客户销售团队说，首次创建客户档案的流程太繁琐，字段太多，想简化。
RAW090,用户访谈,（反馈）用户描述，首次上传文件后，不知道怎么进行下一步分享或设置权限，界面缺少明确指引。
RAW091,问卷,第一次登录，仪表盘都是空的，很迷茫，不知道该干什么。
RAW092,App评论,上手超快，跟着提示就把工作排好了。
RAW093,邮件反馈,我们团队首次使用，导入历史数据时，模板格式要求特别严格，稍微不对就报错，能智能点吗？
RAW094,NPS评论,首次体验感觉功能很多，但有点无从下手。
