raw_id,source,raw_text
RAW001,客服工单,下单时支付方式选不了，啥情况？
RAW002,App评论,订单确认页面加载半天，急死了。
RAW003,用户反馈,地址保存不上，每次都重新填。
RAW004,运营数据,能不能简化一下下单步骤？太繁琐了。
RAW005,NPS,提交订单后没反应，不知道成功没。
RAW006,竞品分析,优惠券在下单时没自动应用。
RAW007,客服工单,商品数量选错了，但下单后改不了。
RAW008,App评论,系统提示库存不足，但显示有货。
RAW009,用户反馈,下单流程中突然跳回首页。
RAW010,运营数据,我输入的收货人姓名有误，怎么修改？
RAW011,NPS,订单生成太慢，等得我花儿都谢了。
RAW012,竞品分析,为什么下单要填这么多信息？
RAW013,客服工单,手机号验证失败，重试好几次。
RAW014,App评论,下单时网络中断，订单丢失。
RAW015,用户反馈,选好了商品，一点下单就卡住。
RAW016,运营数据,希望下单流程能更顺畅些，减少不必要的步骤。
RAW017,NPS,老用户下单还要重新登录，烦人。
RAW018,竞品分析,地址簿显示不全，找不到之前的地址。
RAW019,客服工单,下单按钮点了没反应。
RAW020,App评论,为什么有时候下单成功，有时候失败？
RAW021,用户反馈,订单确认邮件没收到，不确定是否下单成功。
RAW022,运营数据,下单页面广告太多，干扰操作，导致转化率下降。
RAW023,NPS,选择支付方式时，列表加载不出来。
RAW024,竞品分析,能否支持更多支付方式？
RAW025,客服工单,下单后想修改商品，但找不到入口。
RAW026,App评论,支付总是失败，卡里明明有钱。
RAW027,用户反馈,支付宝跳转后白屏，然后报错。
RAW028,运营数据,信用卡被拒，但其他网站能用。
RAW029,NPS,支付密码输入正确，但提示错误。
RAW030,竞品分析,支付页面加载超时。
RAW031,客服工单,微信支付扫码后没反应。
RAW032,App评论,银行短信验证码收不到。
RAW033,用户反馈,支付成功但订单状态没更新。
RAW034,运营数据,支付时提示网络错误。
RAW035,NPS,为什么支付失败不显示具体原因？
RAW036,竞品分析,多次支付失败，账户被锁了。
RAW037,客服工单,支付过程中App崩溃。
RAW038,App评论,选择银联支付时，页面跳转失败。
RAW039,用户反馈,支付成功扣款，但订单取消。
RAW040,运营数据,支付限额问题，想付大额不行。
RAW041,NPS,支付页面语言乱码。
RAW042,竞品分析,支付时突然要重新登录。
RAW043,客服工单,优惠券支付后没抵扣。
RAW044,App评论,支付失败后钱没退回。
RAW045,用户反馈,支付流程太复杂，放弃购买。
RAW046,运营数据,页面加载好慢，等半天。
RAW047,NPS,图片加载不出来，一片空白。
RAW048,竞品分析,切换页面卡顿，像幻灯片。
RAW049,客服工单,搜索结果页加载缓慢。
RAW050,App评论,App启动时间太长。
RAW051,用户反馈,商品详情页滑动不流畅。
RAW052,运营数据,加载动画转好久，影响用户体验。
RAW053,NPS,夜间模式下加载更慢。
RAW054,竞品分析,视频预览加载失败。
RAW055,客服工单,服务器响应超时，常见于促销时。
RAW056,App评论,缓存问题导致页面显示旧数据。
RAW057,用户反馈,网络好的时候也加载慢。
RAW058,运营数据,JavaScript错误导致页面崩溃。
RAW059,NPS,CSS加载不全，布局错乱。
RAW060,竞品分析,API请求延迟高。
RAW061,客服工单,移动端加载比PC慢。
RAW062,App评论,加载进度条卡在99%。
RAW063,用户反馈,资源文件太大，影响加载速度。
RAW064,运营数据,搜索‘手机壳’，出来一堆不相关。
RAW065,NPS,推荐的商品不喜欢，不准确。
RAW066,竞品分析,搜索框输入时没提示。
RAW067,客服工单,历史搜索记录丢失。
RAW068,App评论,推荐列表总是重复。
RAW069,用户反馈,搜索结果排序不合理。
RAW070,运营数据,语音搜索识别不准。
RAW071,NPS,筛选条件太有限。
RAW072,竞品分析,搜索后页面空白，没结果。
RAW073,客服工单,推荐基于什么算法？看不懂。
RAW074,App评论,搜索‘蓝牙耳机’，结果全是配件。
RAW075,用户反馈,搜索建议词不准。
RAW076,运营数据,推荐商品价格超出预算。
RAW077,NPS,搜索结果页广告太多。
RAW078,竞品分析,相关推荐不更新。
RAW079,客服工单,搜索历史同步问题。
RAW080,App评论,搜索无结果时没友好提示。
RAW081,用户反馈,推荐算法有偏见，总推高价商品。
RAW082,运营数据,优惠券用不了，提示已过期，但明明在有效期内。
RAW083,NPS,满减活动条件太苛刻。
RAW084,竞品分析,折扣价格显示错误。
RAW085,客服工单,促销商品库存秒光。
RAW086,App评论,优惠码输入后无效。
RAW087,用户反馈,限时抢购开始时间不准。
RAW088,运营数据,组合优惠计算复杂，容易出错。
RAW089,NPS,促销页面打不开。
RAW090,竞品分析,优惠券不能叠加使用。
RAW091,客服工单,活动规则变化太快，跟不上。
RAW092,App评论,会员折扣没显示。
RAW093,用户反馈,促销商品详情页没说明优惠。
RAW094,运营数据,优惠后价格比原价还高，这合理吗？
RAW095,NPS,积分兑换优惠失败。
RAW096,竞品分析,促销提醒没收到。
RAW097,客服工单,优惠券领取人数限制太严。
RAW098,App评论,促销期间客服响应慢。
RAW099,用户反馈,优惠信息不一致，网站和App说的不一样。
RAW100,运营数据,App和网站订单状态不同步。
RAW101,NPS,账户余额在两个平台不一致。
RAW102,竞品分析,收货地址在App修改后，网站没更新。
RAW103,客服工单,优惠券在网站领取，App里看不到。
RAW104,App评论,用户数据迁移后丢失历史订单。
RAW105,用户反馈,第三方登录信息没打通。
RAW106,运营数据,客服看不到我的完整订单历史。
RAW107,NPS,推荐系统没基于跨平台行为。
RAW108,竞品分析,支付方式设置不同步。
